,nombre,latitud,longitud,altitud,ThermalLevelValue
1263,SANTA ISABEL [21240040],4.7,-75.1,2500,"Frío, 18°C>T>12°C, <=2800meter"
376,PINON EL [11020050],5.75766667,-76.25086111,715,"Cálido, T>=24°C, <=800meter"
1647,RIOFRIO [26087030],4.13333333,-76.26666667,936,"Templado, 24°C>T>18°C, <=1800meter"
2045,ROVIRA 1 [21180180],4.23333333,-75.25,950,"Templado, 24°C>T>18°C, <=1800meter"
1010,CARMEN DE ATRATO [11020010],5.90852778,-76.14208333,1850,"Frío, 18°C>T>12°C, <=2800meter"
2803,ZAMBRANO [29010050],9.69944444,-74.81555556,15,"Cálido, T>=24°C, <=800meter"
1372,PAIME [23120240],5.37138889,-74.15463889,138,"Cálido, T>=24°C, <=800meter"
1315,YAGUARA [21080030],2.66961111,-75.52886111,600,"Cálido, T>=24°C, <=800meter"
1901,BARAYA [21110070],3.15033333,-75.05733333,615,"Cálido, T>=24°C, <=800meter"
3659,PITALITO [21010030],1.86666667,-76.01666667,1320,"Templado, 24°C>T>18°C, <=1800meter"
1313,BELALCAZAR [21050070],2.657,-75.97497222,1439,"Templado, 24°C>T>18°C, <=1800meter"
821,OIBA [24010240],6.2625,-73.30333333,1400,"Templado, 24°C>T>18°C, <=1800meter"
1111,GIGANTE 1 [21060030],2.4,-75.55,1332,"Templado, 24°C>T>18°C, <=1800meter"
1694,VENADO EL [21140010],3.29158333,-74.90397222,584,"Cálido, T>=24°C, <=800meter"
2473,PLANTAS FLORENCIA [44030010],1.63333333,-75.61666667,270,"Cálido, T>=24°C, <=800meter"
3986,SANTA LETICIA [21050270],2.35,-76.23333333,2310,"Frío, 18°C>T>12°C, <=2800meter"
3954,HATO VIEJO [22077020],4.15,-75.26666667,620,"Cálido, T>=24°C, <=800meter"
1211,ALGECIRAS-HACIENDA SATI [21100020],2.55,-75.31666667,1100,"Templado, 24°C>T>18°C, <=1800meter"
3710,RESINA [21030030],1.91666667,-75.7,1915,"Frío, 18°C>T>12°C, <=2800meter"
320,LA PLAYA - AUT [21197030],4.19225,-74.50072222,750,"Cálido, T>=24°C, <=800meter"
3739,ALTAMIRA [21020020],2.06666667,-75.8,180,"Cálido, T>=24°C, <=800meter"
2362,TESALIA 1 [21050100],2.48333333,-75.71666667,990,"Templado, 24°C>T>18°C, <=1800meter"
2294,AGRADO [21040010],2.25,-75.76666667,905,"Templado, 24°C>T>18°C, <=1800meter"
2199,PITA LA [21060040],2.20202778,-75.54858333,1330,"Templado, 24°C>T>18°C, <=1800meter"
4117,ACEVEDO ICEL [21030040],1.83333333,-75.86666667,1350,"Templado, 24°C>T>18°C, <=1800meter"
2196,ARGENTINA LA [21050060],2.19905556,-75.97227778,1500,"Templado, 24°C>T>18°C, <=1800meter"
2368,DUITAMA [24030350],5.83008333,-73.04461111,2540,"Frío, 18°C>T>12°C, <=2800meter"
3042,CANALETE [12040020],8.78694444,-76.23555556,40,"Cálido, T>=24°C, <=800meter"
4100,MOCOA [44010010],1.18333333,-76.66666667,579,"Cálido, T>=24°C, <=800meter"
3213,TRES PIEDRAS [13050040],8.45,-75.96666667,30,"Cálido, T>=24°C, <=800meter"
1266,ELDORADO DIDACTICA [21205520],4.7,-74.15,2546,"Frío, 18°C>T>12°C, <=2800meter"
357,ALMEIDA [35070260],4.97083333,-73.37986111,1954,"Frío, 18°C>T>12°C, <=2800meter"
2454,UNION LA [52030030],1.58305556,-77.13266667,1745,"Templado, 24°C>T>18°C, <=1800meter"
3473,CENIZO EL [29067020],10.68333333,-74.03333333,450,"Cálido, T>=24°C, <=800meter"
3228,MAJAGUAL [25020340],8.53333333,-74.65,25,"Cálido, T>=24°C, <=800meter"
2297,DOLORES [21150010],3.53333333,-74.88333333,1945,"Frío, 18°C>T>12°C, <=2800meter"
2586,CAUCASIA [25021390],8.0,-75.2,70,"Cálido, T>=24°C, <=800meter"
932,CHISCAS [24030360],6.53333333,-72.5,2480,"Frío, 18°C>T>12°C, <=2800meter"
1020,GAMBITA [24010250],5.95,-73.33333333,1900,"Frío, 18°C>T>12°C, <=2800meter"
2218,PINALITO HACIENDA [21160050],3.67172222,-74.84297222,827,"Templado, 24°C>T>18°C, <=1800meter"
2132,ACO [21160040],3.74625,-74.81094444,378,"Cálido, T>=24°C, <=800meter"
2892,TIERRALTA [13030010],8.18666667,-76.05305556,100,"Cálido, T>=24°C, <=800meter"
2146,BOQUERON [21167020],3.75,-74.9,340,"Cálido, T>=24°C, <=800meter"
2080,POTOSI [21110090],3.38713889,-75.16925,400,"Cálido, T>=24°C, <=800meter"
418,JUAN DE ACOSTA [29040400],10.83333333,-75.03333333,20,"Cálido, T>=24°C, <=800meter"
402,POLONUEVO [29040080],10.779,-74.85791667,80,"Cálido, T>=24°C, <=800meter"
2450,BALSAYACO [47010020],1.11788889,-76.98127778,270,"Cálido, T>=24°C, <=800meter"
3465,CENIZO EL [29060060],10.65161111,-74.07322222,450,"Cálido, T>=24°C, <=800meter"
3462,PONEDERA [29040070],10.64177778,-74.77072222,8,"Cálido, T>=24°C, <=800meter"
1688,PINON EL [11027060],5.73333333,-76.36666667,1350,"Templado, 24°C>T>18°C, <=1800meter"
1287,CAPARRAPI [23060110],5.35219444,-74.49477778,1270,"Templado, 24°C>T>18°C, <=1800meter"
2975,SANTA TERESA HACIENDA [28020440],9.91702778,-73.28613889,80,"Cálido, T>=24°C, <=800meter"
3469,ATANQUEZ [28010360],10.69733333,-73.35305556,800,"Cálido, T>=24°C, <=800meter"
691,CUESTECITA [15060020],11.19738889,-72.61180556,93,"Cálido, T>=24°C, <=800meter"
3201,PLANETA RICA [25021550],8.41666667,-75.56666667,90,"Cálido, T>=24°C, <=800meter"
2814,SAN ONOFRE [13090020],9.75416667,-75.53805556,55,"Cálido, T>=24°C, <=800meter"
3242,MARIA LA BAJA [29030060],9.98333333,-75.3,10,"Cálido, T>=24°C, <=800meter"
3519,SAN MARCOS [25020160],8.63333333,-75.13333333,60,"Cálido, T>=24°C, <=800meter"
1103,PURACE [26010030],2.38086111,-76.45477778,2652,"Frío, 18°C>T>12°C, <=2800meter"
3200,VERACRUZ HACIENDA [25020170],8.41666667,-75.56666667,90,"Cálido, T>=24°C, <=800meter"
2525,PUERTO ASIS [47010030],0.47361111,-76.48022222,260,"Cálido, T>=24°C, <=800meter"
1895,MARANONES [21215090],4.21666667,-74.93333333,370,"Cálido, T>=24°C, <=800meter"
2827,PLAYAS LAS HACIENDA [28020080],9.84808333,-73.46219444,60,"Cálido, T>=24°C, <=800meter"
704,TUCURA [13010020],7.93333333,-76.26666667,120,"Cálido, T>=24°C, <=800meter"
1019,PUERTO BOYACA [23110010],5.95,-74.6,350,"Cálido, T>=24°C, <=800meter"
1444,UBALA [35060180],4.75238889,-73.52858333,1929,"Frío, 18°C>T>12°C, <=2800meter"
1749,PAYANDE [21217070],4.30138889,-75.09013889,562,"Cálido, T>=24°C, <=800meter"
2585,ANGOSTURA DE URRA [13037010],8.0,-76.25,77,"Cálido, T>=24°C, <=800meter"
89,PIEDRAS DE COBRE  - AUT [22057010],3.90838889,-75.10327778,3452,"Muy Frío, 12°C>T>6°C, <=3700meter"
1240,SAN ANTONIO [22060040],3.91666667,-75.48333333,1500,"Templado, 24°C>T>18°C, <=1800meter"
2038,PAVO REAL [21187020],4.2225,-75.19808333,734,"Cálido, T>=24°C, <=800meter"
3115,PARROQUIA LA [24060070],7.07638889,-73.32777778,267,"Cálido, T>=24°C, <=800meter"
3114,PARROQUIA LA [24060010],7.07638889,-73.32777778,267,"Cálido, T>=24°C, <=800meter"
2751,CHUCURI [23130010],6.87777778,-74.03138889,100,"Cálido, T>=24°C, <=800meter"
4291,PUERTO VALDIVIA - AUT [26237040],7.29,-75.4,129,"Cálido, T>=24°C, <=800meter"
1155,LOZANIA [21160060],3.88333333,-74.78333333,380,"Cálido, T>=24°C, <=800meter"
804,LANDAZURI [23120090],6.21666667,-73.81666667,185,"Cálido, T>=24°C, <=800meter"
2156,COLACHE HACIENDA [22050030],3.79547222,-75.19563889,384,"Cálido, T>=24°C, <=800meter"
931,PUERTO ARAUJO [23120070],6.53333333,-74.11666667,160,"Cálido, T>=24°C, <=800meter"
2192,GARAGOA [35070080],5.07886111,-73.36852778,1700,"Templado, 24°C>T>18°C, <=1800meter"
3156,CACHIRI [23190200],7.48333333,-73.01666667,1967,"Frío, 18°C>T>12°C, <=2800meter"
2229,CHAPARRAL [22060050],3.71666667,-75.46666667,880,"Templado, 24°C>T>18°C, <=1800meter"
2271,VILLAHERMOSA [21250120],5.01685278,-75.11761111,269,"Cálido, T>=24°C, <=800meter"
1241,VILLARRICA [21160070],3.93291667,-74.60927778,136,"Cálido, T>=24°C, <=800meter"
3210,TEORAMA [16050190],8.43333333,-73.3,160,"Cálido, T>=24°C, <=800meter"
398,ALBANIA [23120100],5.78333333,-73.91666667,1925,"Frío, 18°C>T>12°C, <=2800meter"
1864,BORBUR 1 [23120080],5.65,-74.06666667,830,"Templado, 24°C>T>18°C, <=1800meter"
77,PURIFICACION - AUT [21137010],3.84952778,-74.93577778,306,"Cálido, T>=24°C, <=800meter"
785,SUSA [24030370],6.1885,-72.83483333,380,"Cálido, T>=24°C, <=800meter"
2602,PAJARITO [16027070],8.01666667,-72.6,150,"Cálido, T>=24°C, <=800meter"
3862,LA BOYERA AUT,5.303,-73.85133333,2610,"Frío, 18°C>T>12°C, <=2800meter"
1269,RAD.DORADO - AUT [21206130],4.70558333,-74.15066667,2546,"Frío, 18°C>T>12°C, <=2800meter"
1320,ARROLIMA [21100150],2.65,-75.35,500,"Cálido, T>=24°C, <=800meter"
2231,SAN MARTIN [35010220],3.71666667,-73.7,540,"Cálido, T>=24°C, <=800meter"
3959,SALINAS DE UPIN [35035030],4.3,-73.56666667,450,"Cálido, T>=24°C, <=800meter"
1613,PUENTE KM 85 EL [21250150],4.93333333,-74.83333333,396,"Cálido, T>=24°C, <=800meter"
451,PAILITAS [25020200],8.95,-73.63333333,74,"Cálido, T>=24°C, <=800meter"
2890,PUERTO MOSQUITO [23210010],8.185,-73.75527778,90,"Cálido, T>=24°C, <=800meter"
3437,TAMALAMEQUE [25020090],8.86038889,-73.81544444,20,"Cálido, T>=24°C, <=800meter"
38,ANGOSTURA RIO MICAY [53077010],2.80122222,-77.24102778,120,"Cálido, T>=24°C, <=800meter"
3391,ASPASICA [16040030],8.28333333,-73.2,1620,"Templado, 24°C>T>18°C, <=1800meter"
1322,HONDURAS [53070010],2.66666667,-77.26666667,200,"Cálido, T>=24°C, <=800meter"
119,LA BOYERA - AUT [24015110],5.30380556,-73.85175,2610,"Frío, 18°C>T>12°C, <=2800meter"
1563,ISLA DEL SANTUARIO [24011100],5.46727778,-73.73480556,2580,"Frío, 18°C>T>12°C, <=2800meter"
3785,PUERTO LOPEZ [53070030],2.84527778,-77.24897222,80,"Cálido, T>=24°C, <=800meter"
1781,CAPTACION-BOCATOMA [23067010],5.5,-74.58333333,291,"Cálido, T>=24°C, <=800meter"
1332,DIAMANTE EL [22077030],4.02219444,-75.56872222,2334,"Frío, 18°C>T>12°C, <=2800meter"
4003,CRUZ LA 1 [52030070],1.6,-76.98333333,2248,"Frío, 18°C>T>12°C, <=2800meter"
2396,SAN JORGE GRANJA [21205720],4.50575,-74.18927778,2900,"Muy Frío, 12°C>T>6°C, <=3700meter"
3313,TURIPANA [13075030],8.83952778,-75.80188889,20,"Cálido, T>=24°C, <=800meter"
1587,GARCIA HACIENDA [21250190],4.85,-74.9,410,"Cálido, T>=24°C, <=800meter"
2996,BROTARE [16050170],8.40055556,-73.42333333,1545,"Templado, 24°C>T>18°C, <=1800meter"
2885,CANTINA LA [16050070],8.16666667,-73.3,1250,"Templado, 24°C>T>18°C, <=1800meter"
3689,SAN JOSE DE ISNOS [21010050],1.93158333,-76.21491667,1720,"Templado, 24°C>T>18°C, <=1800meter"
2469,CANADA LA [52037010],1.66566667,-77.01472222,1750,"Templado, 24°C>T>18°C, <=1800meter"
3700,PUERTO RICO [46030010],1.96666667,-75.25,400,"Cálido, T>=24°C, <=800meter"
2225,IRACA GRANJA [35015020],3.68333333,-73.7,400,"Cálido, T>=24°C, <=800meter"
1948,SANTA ROSA D UBALA 1 [35060040],4.81666667,-73.4,1570,"Templado, 24°C>T>18°C, <=1800meter"
410,SAN PABLO [29067030],10.81666667,-74.03333333,900,"Templado, 24°C>T>18°C, <=1800meter"
403,SAN PABLO [29060070],10.80819444,-74.02680556,800,"Cálido, T>=24°C, <=800meter"
4145,RIOSUCIO [11120040],7.43944444,-77.11527778,8,"Cálido, T>=24°C, <=800meter"
1686,SOTAQUIRA [24030380],5.74966111,-73.23492306,2860,"Muy Frío, 12°C>T>6°C, <=3700meter"
1442,PUERTO LOPEZ [35010010],4.10502778,-72.9365,182,"Cálido, T>=24°C, <=800meter"
36,PUENTE SANTANDER [21097070],2.94261111,-75.30852778,431,"Cálido, T>=24°C, <=800meter"
3947,CANAL GUALANDAY [21217080],4.25,-75.01666667,453,"Cálido, T>=24°C, <=800meter"
3990,TAURAMENA [35190080],5.02725778,-72.86984056,460,"Cálido, T>=24°C, <=800meter"
1295,YOPAL [35210020],5.35,-72.4,320,"Cálido, T>=24°C, <=800meter"
1684,TABLON DE TAMARA [35230030],5.74719444,-72.103,350,"Cálido, T>=24°C, <=800meter"
3921,CARMEN EL [23140030],6.69638889,-73.51,805,"Templado, 24°C>T>18°C, <=1800meter"
2809,PUERTO RICO [16020360],8.1,-72.46666667,125,"Cálido, T>=24°C, <=800meter"
710,VALE  MONTEVIDE [16020300],7.95,-72.6,200,"Cálido, T>=24°C, <=800meter"
3671,INMAR [42105010],0.93333333,-69.83333333,183,"Cálido, T>=24°C, <=800meter"
2932,PUERTO LEON [16020350],8.35,-72.45,60,"Cálido, T>=24°C, <=800meter"
3485,LIBANO EL HACIENDA [28025010],10.03333333,-73.25,180,"Cálido, T>=24°C, <=800meter"
2898,PALMA LA [16020240],8.2,-72.55,78,"Cálido, T>=24°C, <=800meter"
1519,GIRARDOT  1 [21187040],4.28333333,-74.81666667,257,"Cálido, T>=24°C, <=800meter"
1840,TRIUNFO EL HACIENDA [21250350],4.86666667,-74.8,400,"Cálido, T>=24°C, <=800meter"
2034,NEIVA GRANJA [21115040],2.95,-75.3,438,"Cálido, T>=24°C, <=800meter"
1804,SAN AGUSTIN [35087010],4.85941667,-73.23341667,416,"Cálido, T>=24°C, <=800meter"
2433,PALOMINO [15030020],11.24416667,-73.57388889,30,"Cálido, T>=24°C, <=800meter"
3261,CONVENCION HACIENDA [28030030],10.28333333,-73.43333333,80,"Cálido, T>=24°C, <=800meter"
1957,BOLIVAR [26110040],4.34294444,-76.19044444,972,"Templado, 24°C>T>18°C, <=1800meter"
1328,ACACIAS [35010020],3.99463889,-73.76558333,525,"Cálido, T>=24°C, <=800meter"
3080,CORTIJO EL [26027090],2.62338889,-76.35855556,2570,"Frío, 18°C>T>12°C, <=2800meter"
3257,AURORA LA [28047010],10.27686111,-73.97780556,150,"Cálido, T>=24°C, <=800meter"
1134,TOTORO [26027080],2.51247222,-76.40377778,2551,"Frío, 18°C>T>12°C, <=2800meter"
2344,MALVASA [26027240],2.47075,-76.33677778,2977,"Muy Frío, 12°C>T>6°C, <=3700meter"
3406,ESPERANZA LA HACIENDA [28020150],10.02997222,-73.66883333,60,"Cálido, T>=24°C, <=800meter"
1877,SUSUMUCO [35020020],4.19616667,-73.77191667,10,"Cálido, T>=24°C, <=800meter"
2070,Buchitolo [26077060],3.37416667,-76.34972222,13,"Cálido, T>=24°C, <=800meter"
4292,LA PINTADA [26187110],5.73,-75.61,1870,"Frío, 18°C>T>12°C, <=2800meter"
1196,IRRA  - AUT [26167070],5.26830556,-75.66419444,766,"Cálido, T>=24°C, <=800meter"
3933,ICA-BALBOA [26095110],3.93333333,-76.3,960,"Templado, 24°C>T>18°C, <=1800meter"
3995,PINTADO EL [26167020],5.25,-75.61666667,750,"Cálido, T>=24°C, <=800meter"
2412,RETIRO EL [26157020],5.12677778,-75.67119444,848,"Templado, 24°C>T>18°C, <=1800meter"
2059,PASADENA [24015170],5.68333333,-73.6,2133,"Frío, 18°C>T>12°C, <=2800meter"
2270,JUNTAS LAS [35070090],5.01666667,-73.38333333,1550,"Templado, 24°C>T>18°C, <=1800meter"
1193,IRRA [26170250],5.26666667,-75.66666667,785,"Cálido, T>=24°C, <=800meter"
1598,MARIA LA [26160160],5.5875,-75.5775,1480,"Templado, 24°C>T>18°C, <=1800meter"
2337,AEROPUERTO MARIQUITA [23015040],5.20972222,-74.88638889,475,"Cálido, T>=24°C, <=800meter"
2432,CAMP BUENAVISTA [35080030],5.18372222,-73.08672222,1370,"Templado, 24°C>T>18°C, <=1800meter"
1976,U P T C [24035130],5.5430775,-73.36081306,2690,"Frío, 18°C>T>12°C, <=2800meter"
2006,CHIVOR [35070190],4.88636111,-73.36673611,1850,"Frío, 18°C>T>12°C, <=2800meter"
3623,ARAUCA [26150060],5.10852778,-75.70166667,917,"Templado, 24°C>T>18°C, <=1800meter"
383,PINTADA LA [26180130],5.75,-75.6,650,"Cálido, T>=24°C, <=800meter"
2269,MANTA [35070360],5.01666667,-73.55,1890,"Frío, 18°C>T>12°C, <=2800meter"
1086,TENZA [35070280],5.08333333,-73.41666667,1507,"Templado, 24°C>T>18°C, <=1800meter"
371,SOMONDOCO [35070100],4.98347222,-73.43305556,1600,"Templado, 24°C>T>18°C, <=1800meter"
367,ALMEIDA [35070140],4.96666667,-73.38333333,1910,"Frío, 18°C>T>12°C, <=2800meter"
1806,PIEDRA CAMPANA [35080080],4.86038889,-73.23408333,450,"Cálido, T>=24°C, <=800meter"
1087,TENZA [35070250],5.08333333,-73.41666667,1507,"Templado, 24°C>T>18°C, <=1800meter"
365,GUAYATA [35070150],4.96666667,-73.48333333,1580,"Templado, 24°C>T>18°C, <=1800meter"
1074,TENZA [35070300],5.08333333,-73.41666667,1507,"Templado, 24°C>T>18°C, <=1800meter"
2138,BOQUERON [21160080],3.75380556,-74.90088889,337,"Cálido, T>=24°C, <=800meter"
1605,FLORESTA LA [21200840],4.85,-73.78333333,2940,"Muy Frío, 12°C>T>6°C, <=3700meter"
3563,PIOJO [14010010],10.74611111,-75.10797222,320,"Cálido, T>=24°C, <=800meter"
2710,ASTREA [25020220],9.49294444,-73.97288889,50,"Cálido, T>=24°C, <=800meter"
1248,GACHALA [35060090],4.69052778,-73.52291667,1733,"Templado, 24°C>T>18°C, <=1800meter"
1482,GAMA 1 [35060060],4.76666667,-73.61666667,2140,"Frío, 18°C>T>12°C, <=2800meter"
1723,JUNIN [35060050],4.79222222,-73.66872222,2323,"Frío, 18°C>T>12°C, <=2800meter"
1085,BELEN [35070370],5.08333333,-73.56666667,1630,"Templado, 24°C>T>18°C, <=1800meter"
1330,RONCESVALLES [22070010],4.00663889,-75.60775,2581,"Frío, 18°C>T>12°C, <=2800meter"
3011,MATILDE LA [28027020],10.16561111,-73.25833333,114,"Cálido, T>=24°C, <=800meter"
2830,CASACARA [28027010],9.83333333,-73.28333333,50,"Cálido, T>=24°C, <=800meter"
3361,ESPERANZA LA [16010290],7.56666667,-72.53333333,1760,"Templado, 24°C>T>18°C, <=1800meter"
3499,CHIMILAIMA [28040200],10.06666667,-73.76666667,120,"Cálido, T>=24°C, <=800meter"
3186,CENTENARIO HACIENDA [28020500],9.93333333,-73.26666667,110,"Cálido, T>=24°C, <=800meter"
2978,VILLA AMINTA HACIENDA [28020260],9.88333333,-73.35,80,"Cálido, T>=24°C, <=800meter"
4025,LLANOS LOS [28020230],9.73333333,-73.3,100,"Cálido, T>=24°C, <=800meter"
3496,FLORES LAS [28027030],10.09652778,-73.24352778,112,"Cálido, T>=24°C, <=800meter"
1382,UBALA [35067020],4.75,-73.53333333,1920,"Frío, 18°C>T>12°C, <=2800meter"
2974,SANTA TERESA [28027040],9.91594444,-73.28369444,80,"Cálido, T>=24°C, <=800meter"
661,MINCA [15010010],11.14083333,-74.12,640,"Cálido, T>=24°C, <=800meter"
3234,PATILLAL [28010090],10.70386111,-73.21161111,450,"Cálido, T>=24°C, <=800meter"
1300,PUENTE SALGUERO  - AUT [28037030],10.38411111,-73.23247222,113,"Cálido, T>=24°C, <=800meter"
3255,CONVENCION HACIENDA [28037020],10.26783333,-73.41713889,104,"Cálido, T>=24°C, <=800meter"
1485,UBALA [35067030],4.78022222,-73.49183333,1920,"Frío, 18°C>T>12°C, <=2800meter"
3273,PUENTE CALLAO [28037010],10.36288889,-73.31736111,120,"Cálido, T>=24°C, <=800meter"
819,PANAMERICANA [56015010],6.22333333,-77.40444444,4,"Cálido, T>=24°C, <=800meter"
3039,SANTA ROSA [13070100],8.74111111,-75.60141667,140,"Cálido, T>=24°C, <=800meter"
1423,BETANIA [21097060],2.76666667,-75.36666667,492,"Cálido, T>=24°C, <=800meter"
1790,PUERTO GAITAN [35120010],4.31138889,-72.07663889,150,"Cálido, T>=24°C, <=800meter"
3098,VERACRUZ [29035060],10.56666667,-75.08333333,12,"Cálido, T>=24°C, <=800meter"
3498,PAVAS LAS [28040060],10.06666667,-73.88333333,150,"Cálido, T>=24°C, <=800meter"
2988,PALMARIGUANI [28040070],9.93008333,-73.95488889,80,"Cálido, T>=24°C, <=800meter"
3232,HIBACHARO [14010020],10.72188889,-75.14011111,80,"Cálido, T>=24°C, <=800meter"
3412,VENADOS LOS [28030050],10.01666667,-73.7,75,"Cálido, T>=24°C, <=800meter"
3072,MONTERRUBIO [28040100],10.23369444,-74.27325,100,"Cálido, T>=24°C, <=800meter"
4040,CARACOLICITO [28040110],10.2,-73.96666667,150,"Cálido, T>=24°C, <=800meter"
257,RABOLARGO [13070040],8.95061111,-75.74247222,19,"Cálido, T>=24°C, <=800meter"
4053,AURORA LA [28040130],10.28333333,-73.98333333,150,"Cálido, T>=24°C, <=800meter"
4035,GRANJA LA-EL COPEY [28040120],10.16666667,-73.9,250,"Cálido, T>=24°C, <=800meter"
3533,CERETE [13070050],8.89033333,-75.78625,20,"Cálido, T>=24°C, <=800meter"
3021,MARIA ANGOLA [28030060],10.16666667,-73.6,80,"Cálido, T>=24°C, <=800meter"
3531,PUEBLO BELLO [28047020],10.41984722,-73.58883333,1125,"Templado, 24°C>T>18°C, <=1800meter"
3016,MARIANGOLA [28037040],10.18741667,-73.58519444,90,"Cálido, T>=24°C, <=800meter"
2981,GUAIMARAL [28030070],9.9,-73.65,50,"Cálido, T>=24°C, <=800meter"
1714,IDEMA [21250310],4.78333333,-74.78333333,400,"Cálido, T>=24°C, <=800meter"
3478,SAN ANGEL [28040140],10.03305556,-74.21261111,140,"Cálido, T>=24°C, <=800meter"
3281,DESCANSO EL [28030100],10.36666667,-73.5,225,"Cálido, T>=24°C, <=800meter"
3530,PUEBLO BELLO [28040010],10.41463889,-73.58502778,10,"Cálido, T>=24°C, <=800meter"
3177,NUEVA FLORIDA [29035040],9.94416667,-75.35138889,13,"Cálido, T>=24°C, <=800meter"
4127,MOMIL [13070520],9.23888889,-75.67638889,8,"Cálido, T>=24°C, <=800meter"
3164,PUENTE CARRETERA [28047040],10.271,-73.97266667,151,"Cálido, T>=24°C, <=800meter"
3267,BELLAVISTA [28040150],10.30805556,-74.03922222,140,"Cálido, T>=24°C, <=800meter"
238,MONTERIA  - AUT [13067020],8.75161111,-75.89241667,15,"Cálido, T>=24°C, <=800meter"
1986,PUENTE CARRETERA [23057010],5.56666667,-74.83333333,240,"Cálido, T>=24°C, <=800meter"
1205,MARQUETALIA [23050080],5.29891667,-75.05747222,1550,"Templado, 24°C>T>18°C, <=1800meter"
1719,CHUSNEQUE [35067040],4.78333333,-73.58333333,1602,"Templado, 24°C>T>18°C, <=1800meter"
3018,ALGARROBO [28047030],10.19344444,-74.04691667,107,"Cálido, T>=24°C, <=800meter"
470,SABANA NUEVA [13077010],9.03222222,-75.84583333,9,"Cálido, T>=24°C, <=800meter"
1987,NORCASIA [23050070],5.56666667,-74.71666667,800,"Cálido, T>=24°C, <=800meter"
1937,GLORIA LA [35067010],4.81591667,-73.41927778,1900,"Frío, 18°C>T>12°C, <=2800meter"
3493,CANTACLARO [28037060],10.08847222,-73.73280556,120,"Cálido, T>=24°C, <=800meter"
3431,SANTA HELENA [13067030],8.5654,-75.96590833,25,"Cálido, T>=24°C, <=800meter"
3961,UNIV PEREIRA-UTP [26135080],4.8,-75.7,1354,"Templado, 24°C>T>18°C, <=1800meter"
643,CURUMANI [25020250],9.19719444,-73.54194444,100,"Cálido, T>=24°C, <=800meter"
2690,RINCONHONDO [25020260],9.39702778,-73.48802778,100,"Cálido, T>=24°C, <=800meter"
2692,CANAL EL [25020240],9.41047222,-73.89041667,70,"Cálido, T>=24°C, <=800meter"
3723,MARGARITA LA [26170270],5.13333306,-75.71666667,980,"Templado, 24°C>T>18°C, <=1800meter"
632,SALOA [25020270],9.19316667,-73.73130556,90,"Cálido, T>=24°C, <=800meter"
633,SALOA [25027140],9.19319444,-73.7325,28,"Cálido, T>=24°C, <=800meter"
4011,MONTELIBANO [25010090],8.03333333,-75.48333333,100,"Cálido, T>=24°C, <=800meter"
1865,PAUNA [23120140],5.65,-73.98333333,1225,"Templado, 24°C>T>18°C, <=1800meter"
3814,CHICORAL [21217010],4.23152778,-74.99536111,432,"Cálido, T>=24°C, <=800meter"
2040,CHICORAL [21215080],4.23152778,-74.99536111,432,"Cálido, T>=24°C, <=800meter"
3936,SANTA HELENA [22055030],3.98605556,-74.89880556,300,"Cálido, T>=24°C, <=800meter"
3113,JARRA LA [16010060],8.20194444,-72.43222222,87,"Cálido, T>=24°C, <=800meter"
3536,VILLARROSA-COMPUER [29037090],10.41666667,-75.15,4,"Cálido, T>=24°C, <=800meter"
1147,JABALCON [21135020],3.85583333,-75.01572222,332,"Cálido, T>=24°C, <=800meter"
3669,JUNIN [51020010],1.34027778,-78.12233333,950,"Templado, 24°C>T>18°C, <=1800meter"
3779,LA DOCTRINA[13077040],9.29722222,-75.89277778,20,"Cálido, T>=24°C, <=800meter"
3877,PORTAL EL [21115070],3.01494444,-75.073,1300,"Templado, 24°C>T>18°C, <=1800meter"
